StockCode,product_description,product_total_quantity,product_total_revenue,product_order_count,product_customer_count,product_country_count,product_avg_unit_price,product_first_sold_date,product_last_sold_date
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,394.16,19,18,3,1.38,2011-01-17 14:40:00,2011-12-06 11:28:00
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,79.8,5,5,1,2.1,2010-12-05 16:24:00,2011-05-22 12:12:00
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,37.8,1,1,1,2.1,2011-02-25 10:53:00,2011-02-25 10:53:00
84813,SET OF 4 DIAMOND NAPKIN RINGS,145,1146.97,22,20,2,9.36,2010-12-16 12:09:00,2011-12-06 15:10:00
84816,DANISH ROSE BEDSIDE CABINET,13,519.35,10,10,2,39.95,2010-12-13 10:24:00,2011-08-19 15:18:00
84817,DANISH ROSE DECORATIVE PLATE,951,710.64,55,48,7,1.44,2010-12-14 10:43:00,2011-12-08 15:54:00
84818,DANISH ROSE PHOTO FRAME,1423,1460.81,99,79,4,1.35,2010-12-09 14:55:00,2011-10-30 16:15:00
84819,DANISH ROSE ROUND SEWING BOX,811,951.79,62,56,9,2.22,2010-12-05 10:52:00,2011-12-09 09:07:00
84820,DANISH ROSE TRINKET TRAYS,259,483.05,31,31,7,3.88,2010-12-10 11:19:00,2011-12-08 15:54:00
84821,DANISH ROSE DELUXE COASTER,935,407.15,40,35,6,0.61,2010-12-10 11:19:00,2011-12-08 15:54:00
84823,DANISH ROSE FOLDING CHAIR,112,890.4,25,25,2,7.95,2010-12-13 15:44:00,2011-02-07 13:15:00
84824,DANISH ROSE UMBRELLA STAND,2,31.9,2,2,1,15.95,2011-06-09 16:16:00,2011-11-20 15:35:00
84826,ASSTD DESIGN 3D PAPER STICKERS,1159,386.83,30,28,4,0.55,2010-12-02 10:27:00,2011-12-07 13:35:00
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,153.09,14,12,2,0.46,2010-12-05 11:10:00,2011-12-05 12:30:00
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,950,1187.41,111,82,10,1.31,2010-12-08 12:35:00,2011-12-08 12:07:00
84832,ZINC WILLIE WINKIE  CANDLE STICK,2606,2176.1,188,137,9,0.87,2010-12-01 09:41:00,2011-12-09 12:31:00
84836,ZINC METAL HEART DECORATION,5750,7099.93,476,311,11,1.26,2010-12-01 12:15:00,2011-12-08 14:38:00
84840,SWEETHEART CARRY-ALL BASKET,3,25.5,3,3,1,8.5,2011-02-13 11:13:00,2011-03-25 12:21:00
84842,HELLO SAILOR BATHROOM SET,14,52.5,9,8,1,3.75,2011-03-14 11:44:00,2011-11-27 11:57:00
84843,WHITE SOAP RACK WITH 2 BOTTLES,161,864.35,41,36,6,5.86,2010-12-09 16:08:00,2011-12-07 17:05:00
84846A,SCENTED CANDLE IN DIGITALIS TIN,52,109.2,10,9,1,2.1,2010-12-02 12:18:00,2011-10-10 14:37:00
84847,FLORAL BATHROOM SET,20,75.0,11,9,1,3.75,2011-01-27 15:36:00,2011-08-01 17:37:00
84849A,HELLO SAILOR BLUE SOAP HOLDER,155,261.95,31,25,5,1.69,2010-12-03 14:04:00,2011-11-24 15:05:00
84849B,FAIRY SOAP SOAP HOLDER,232,392.08,57,41,5,1.69,2010-12-01 12:22:00,2011-07-20 12:58:00
84849D,HOT BATHS SOAP HOLDER,479,809.51,102,64,3,1.69,2010-12-03 14:30:00,2011-12-01 19:42:00
84854,GIRLY PINK TOOL SET,5,24.75,1,1,1,4.95,2010-12-01 09:41:00,2010-12-01 09:41:00
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,1,1,1.95,2011-07-21 16:10:00,2011-07-21 16:10:00
84857C,PINK MONTE CARLO HANDBAG,95,198.35,8,8,2,2.77,2011-02-15 14:19:00,2011-07-04 15:46:00
84858C,PINK RIVIERA HANDBAG,185,250.05,5,4,1,4.07,2011-02-25 11:56:00,2011-04-13 11:48:00
84859A,SILVER DISCO HANDBAG,123,248.21,30,24,1,2.22,2010-12-16 19:19:00,2011-11-25 11:20:00
84859B,BLUE DISCO HANDBAG,30,60.68,10,10,1,2.17,2011-05-06 13:43:00,2011-11-25 11:20:00
84859C,PINK DISCO HANDBAG,83,176.39,21,17,2,2.35,2011-02-15 14:19:00,2011-12-05 12:28:00
84865,NEW BAROQUE BLACK PHOTO ALBUM,24,109.65,11,8,2,5.98,2010-12-03 15:19:00,2011-07-01 13:02:00
84870B,BLUE GEISHA GIRL,20,75.0,10,9,3,3.75,2010-12-01 15:35:00,2011-09-02 17:38:00
84870C,GREEN GEISHA GIRL,20,75.0,10,10,3,3.75,2010-12-01 15:35:00,2011-10-30 13:06:00
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,50.85,3,3,1,16.95,2011-04-06 15:31:00,2011-07-26 13:57:00
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,2,2,1,16.95,2011-05-17 14:46:00,2011-06-01 17:42:00
84874B,BLUE TRAVEL FIRST AID KIT,34,56.1,7,7,3,1.65,2010-12-05 12:53:00,2011-08-02 09:29:00
84875B,GREEN SQUARE COMPACT MIRROR,125,168.75,15,14,2,1.58,2010-12-09 11:30:00,2011-11-29 12:34:00
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,8,8,1,1.25,2011-04-06 12:49:00,2011-09-23 13:18:00
84876B,GREEN HEART COMPACT MIRROR,201,251.25,20,17,2,1.25,2011-02-22 12:56:00,2011-11-30 14:17:00
84876D,BLUE HEART COMPACT MIRROR,124,187.5,12,12,1,2.29,2010-12-09 11:30:00,2011-09-11 13:51:00
84877A,PINK ROUND COMPACT MIRROR,12,15.0,1,1,1,1.25,2011-04-06 12:49:00,2011-04-06 12:49:00
84877B,GREEN ROUND COMPACT MIRROR,126,157.5,9,8,3,1.25,2010-12-16 11:11:00,2011-11-30 14:17:00
84877D,BLUE ROUND COMPACT MIRROR,87,121.25,11,11,2,1.7,2010-12-03 14:54:00,2011-09-25 16:05:00
84879,ASSORTED COLOUR BIRD ORNAMENT,35263,56413.03,1375,678,16,1.68,2010-12-01 08:34:00,2011-12-09 12:31:00
84880,WHITE WIRE EGG HOLDER,301,1881.15,65,51,4,7.05,2010-12-01 09:57:00,2011-12-07 16:56:00
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,69.85,5,5,1,6.35,2010-12-05 16:24:00,2011-07-17 11:59:00
84882,GREEN WIRE STANDING CANDLE HOLDER,34,127.5,15,12,1,3.75,2010-12-12 13:01:00,2011-11-30 17:37:00
84884A,ANT WHITE WIRE HEART SPIRAL,286,1076.66,64,52,2,4.03,2010-12-01 14:54:00,2011-12-05 16:00:00
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,94.5,18,15,3,2.1,2010-12-05 11:40:00,2011-03-24 16:45:00
84905,PINK BUTTERFLY CUSHION COVER,12,59.4,2,2,1,4.95,2011-01-17 12:45:00,2011-04-15 09:27:00
84906,PINK B'FLY C/COVER W BOBBLES,28,98.6,10,9,2,4.35,2010-12-01 11:45:00,2011-05-23 11:52:00
84907,PINK YELLOW PATCH CUSHION COVER,5,38.25,3,3,1,7.65,2011-01-30 14:36:00,2011-06-08 13:09:00
84910A,PINK PAISLEY CUSHION COVER,10,59.5,6,6,1,5.95,2010-12-08 12:35:00,2011-07-17 14:51:00
84912A,PINK ROSE WASHBAG,103,386.25,38,25,5,3.75,2010-12-06 12:41:00,2011-09-22 12:41:00
84912B,GREEN ROSE WASHBAG,148,555.0,46,32,5,3.75,2010-12-07 14:00:00,2011-11-29 17:52:00
84913A,SOFT PINK ROSE TOWEL,37,172.05,10,10,3,4.65,2010-12-09 16:08:00,2011-11-07 16:16:00
84913B,MINT GREEN ROSE TOWEL,70,325.5,20,19,4,4.65,2010-12-09 16:08:00,2011-12-02 13:22:00
84915,HAND TOWEL PINK FLOWER AND DAISY,199,281.95,11,8,3,2.89,2010-12-09 16:08:00,2011-11-14 15:27:00
84916,HAND TOWEL PALE BLUE W FLOWERS,212,407.4,18,17,3,3.81,2010-12-06 13:41:00,2011-05-04 11:00:00
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,400.5,14,13,2,3.26,2010-12-14 11:51:00,2011-05-04 11:00:00
84919,BLUE CUSHION COVER WITH FLOWER,29,201.55,9,9,2,6.95,2011-01-30 14:36:00,2011-06-08 16:00:00
84920,PINK FLOWER FABRIC PONY,71,266.25,26,22,3,3.75,2010-12-01 14:41:00,2011-12-08 12:07:00
84921,CREAM AND PINK FLOWERS PONY,11,41.25,5,5,1,3.75,2010-12-05 12:43:00,2011-10-19 12:54:00
84922,PINK BUTTERFLY WASHBAG,8,34.0,5,5,1,4.25,2010-12-12 16:14:00,2011-12-02 13:49:00
84924A,WAKE UP COCKEREL CALENDAR SIGN,72,281.13,24,21,2,4.06,2010-12-05 10:36:00,2011-12-02 13:49:00
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,7.9,3,3,1,0.79,2011-07-13 11:19:00,2011-07-29 17:19:00
84925D,LA PALMIERA WALL THERMOMETER,15,38.25,10,8,1,2.55,2010-12-03 11:35:00,2011-06-23 11:38:00
84925F,PSYCHEDELIC WALL THERMOMETER,79,109.93,14,14,1,1.92,2010-12-06 15:13:00,2011-07-31 15:24:00
84926A,WAKE UP COCKEREL TILE COASTER,597,198.09,31,24,3,0.48,2010-12-06 11:38:00,2011-12-01 12:36:00
84926D,LA PALMIERA TILE COASTER,705,266.64,31,25,4,0.65,2010-12-06 11:38:00,2011-12-07 10:11:00
84926E,FLOWERS TILE COASTER,966,322.88,37,32,2,0.44,2011-01-04 13:30:00,2011-12-06 12:12:00
84926F,PSYCHEDELIC TILE COASTER,423,178.0,23,18,1,0.91,2010-12-16 11:43:00,2011-12-06 17:49:00
84927A,WAKE UP COCKEREL TILE HOOK,46,53.85,14,12,2,1.49,2010-12-14 11:26:00,2011-08-09 14:18:00
84927D,LA PALMIERA TILE HOOK,44,39.39,11,9,2,0.86,2011-01-20 10:47:00,2011-07-25 13:57:00
84927E,FLOWERS TILE HOOK,57,71.82,11,10,2,1.53,2010-12-13 09:57:00,2011-07-18 11:47:00
84927F,PSYCHEDELIC TILE HOOK,295,166.35,40,36,2,0.8,2011-01-06 12:45:00,2011-12-07 10:11:00
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2244,545.16,62,57,7,0.28,2010-12-15 15:00:00,2011-11-24 13:27:00
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,82,209.1,22,20,4,2.55,2011-01-05 15:56:00,2011-11-30 08:50:00
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,131,334.05,25,21,4,2.55,2011-01-05 15:56:00,2011-11-30 13:08:00
84944,SET OF 6 KASHMIR FOLKART BAUBLES,563,1014.75,71,62,4,2.16,2010-12-01 13:54:00,2011-11-04 16:35:00
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10267,8259.25,306,208,7,0.85,2010-12-01 13:04:00,2011-12-09 12:31:00
84946,ANTIQUE SILVER T-LIGHT GLASS,16436,19193.17,677,415,6,1.24,2010-12-02 13:39:00,2011-12-09 12:31:00
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8219,9271.84,278,177,3,1.25,2010-12-01 12:38:00,2011-12-09 08:59:00
84949,SILVER HANGING T-LIGHT HOLDER,4653,7173.45,250,165,3,1.63,2010-12-01 11:41:00,2011-12-08 14:14:00
84950,ASSORTED COLOUR T-LIGHT HOLDER,3349,1983.17,87,66,5,0.68,2010-12-02 16:48:00,2011-12-07 13:53:00
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,362,314.27,33,26,1,1.0,2010-12-10 10:21:00,2011-12-05 17:17:00
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,334,318.44,31,24,1,1.08,2010-12-10 10:21:00,2011-12-08 12:07:00
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,38,146.21,6,6,2,4.37,2010-12-08 15:56:00,2011-11-14 15:27:00
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,145,247.46,13,10,2,3.27,2010-12-02 15:19:00,2011-11-14 15:27:00
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,140,225.0,9,7,1,3.0,2010-12-02 15:19:00,2011-10-11 12:36:00
84963A,PINK PAINTED KASHMIRI CHAIR,4,171.8,1,1,1,42.95,2010-12-05 11:57:00,2010-12-05 11:57:00
84963B,BLUE PAINTED KASHMIRI CHAIR,3,149.85,1,1,1,49.95,2011-08-04 13:03:00,2011-08-04 13:03:00
84968A,SET OF 16 VINTAGE ROSE CUTLERY,147,1787.85,48,32,5,12.68,2010-12-05 14:02:00,2011-12-04 15:13:00
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,2,2,1,12.75,2011-03-18 11:24:00,2011-04-06 11:34:00
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,94,1198.5,48,36,6,12.75,2010-12-01 12:49:00,2011-11-23 12:05:00
84968D,SET OF 16 VINTAGE RED CUTLERY,62,814.92,31,27,6,13.54,2010-12-07 14:31:00,2011-12-07 12:19:00
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,1035.06,22,15,4,13.14,2011-01-05 12:20:00,2011-12-07 14:34:00
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,951.3,30,25,6,12.69,2010-12-06 10:36:00,2011-11-13 11:37:00
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,295,1267.99,73,48,7,4.4,2010-12-01 08:34:00,2011-12-05 13:14:00
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5699,5663.53,336,234,11,1.03,2010-12-01 11:41:00,2011-12-09 08:59:00
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8444,6808.49,412,271,9,0.87,2010-12-01 10:19:00,2011-12-06 11:38:00
84971S,SMALL HEART FLOWERS HOOK,1654,1365.5,114,69,3,0.86,2010-12-01 09:41:00,2011-12-09 11:56:00
84974,S/2 ZINC HEART DESIGN PLANTERS,39,388.05,28,26,1,9.95,2011-01-26 17:27:00,2011-11-01 12:25:00
84975,HEART SHAPED MIRROR,5,8.45,2,2,1,1.69,2010-12-06 14:36:00,2010-12-08 15:12:00
84976,RECTANGULAR SHAPED MIRROR,502,420.68,29,27,5,1.0,2011-01-24 14:54:00,2011-12-08 19:24:00
84978,HANGING HEART JAR T-LIGHT HOLDER,10961,12650.97,572,304,8,1.23,2010-12-05 12:43:00,2011-12-08 15:29:00
84984A,GREEN PEONY CUSHION COVER,19,88.35,6,4,1,4.65,2011-05-19 13:35:00,2011-11-08 11:03:00
84984B,RED PEONY CUSHION COVER,17,79.05,5,4,1,4.65,2011-05-19 13:35:00,2011-11-08 11:03:00
84984D,ORIENTAL RED CUSHION COVER,13,60.45,4,3,1,4.65,2011-07-27 17:06:00,2011-11-08 11:03:00
84985A,SET OF 72 GREEN PAPER DOILIES,41,59.45,18,15,1,1.45,2010-12-01 12:43:00,2011-03-01 17:28:00
84987,SET OF 36 TEATIME PAPER DOILIES,2926,4075.78,240,201,14,1.46,2010-12-03 11:35:00,2011-12-05 14:40:00
84988,SET OF 72 PINK HEART PAPER DOILIES,3953,5565.23,307,209,17,1.47,2010-12-03 17:20:00,2011-12-05 14:51:00
84989A,75 GREEN FAIRY CAKE CASES,27,14.85,17,16,1,0.55,2011-01-05 12:15:00,2011-12-05 14:40:00
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.1,2,2,1,0.55,2011-04-20 15:25:00,2011-05-08 13:07:00
84991,60 TEATIME FAIRY CAKE CASES,17664,8604.62,657,414,16,0.55,2010-12-01 09:37:00,2011-12-08 15:31:00
84992,72 SWEETHEART FAIRY CAKE CASES,13029,6252.35,501,325,17,0.56,2010-12-01 11:29:00,2011-12-08 15:31:00
84993A,75 GREEN PETIT FOUR CASES,305,128.1,33,30,2,0.42,2010-12-03 11:35:00,2011-12-09 12:20:00
84993B,75 BLACK PETIT FOUR CASES,57,23.94,17,16,1,0.42,2010-12-05 11:59:00,2011-08-08 13:46:00
84997A,CHILDRENS CUTLERY POLKADOT GREEN,2525,9618.29,234,143,14,4.08,2010-12-01 16:49:00,2011-12-08 11:53:00
84997B,CHILDRENS CUTLERY RETROSPOT RED,4035,15158.81,326,202,16,4.04,2010-12-01 09:37:00,2011-12-09 12:16:00
84997C,CHILDRENS CUTLERY POLKADOT BLUE,3693,14040.59,308,202,18,4.02,2010-12-01 09:37:00,2011-12-09 12:16:00
84997D,CHILDRENS CUTLERY POLKADOT PINK,4920,18798.7,424,248,21,4.09,2010-12-01 12:49:00,2011-12-09 12:16:00
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,9,9,1,1.55,2010-12-10 11:19:00,2011-04-27 14:58:00
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,55.95,7,7,2,4.46,2010-12-09 16:08:00,2011-04-10 14:16:00
85014A,BLACK/BLUE POLKADOT UMBRELLA,1132,6361.99,256,183,11,6.1,2010-12-01 10:03:00,2011-12-06 12:38:00
85014B,RED RETROSPOT UMBRELLA,1841,10217.72,303,210,13,6.09,2010-12-01 10:03:00,2011-12-08 15:54:00
85015,SET OF 12  VINTAGE POSTCARD SET,2128,1590.12,113,103,9,1.02,2010-12-05 15:46:00,2011-12-08 13:50:00
85016,SET OF 6 VINTAGE NOTELETS KIT,522,459.0,25,22,3,1.71,2010-12-05 15:46:00,2011-05-31 10:45:00
85017A,ENVELOPE 50 ROMANTIC IMAGES,6,5.1,2,2,1,0.85,2011-03-28 12:22:00,2011-04-03 15:07:00
85017B,ENVELOPE 50 BLOSSOM IMAGES,947,491.55,74,65,10,0.5,2010-12-12 11:44:00,2011-11-02 15:56:00
85017C,ENVELOPE 50 CURIOUS IMAGES,49,26.17,10,10,1,0.62,2010-12-05 16:41:00,2011-05-12 20:13:00
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,30.6,7,6,1,2.55,2010-12-03 12:11:00,2011-01-14 14:39:00
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,547.25,28,25,1,1.79,2010-12-01 14:03:00,2011-12-08 12:43:00
85019B,BLOSSOM  IMAGES NOTEBOOK SET,498,640.5,25,21,6,1.37,2011-01-11 12:25:00,2011-12-08 12:43:00
85019C,CURIOUS  IMAGES NOTEBOOK SET,181,262.25,10,9,2,2.45,2010-12-01 14:03:00,2011-06-09 10:06:00
85020,ROUND PINK HEART MIRROR,78,163.8,16,11,1,2.1,2010-12-06 12:52:00,2011-12-05 12:59:00
85023B,EAU DE NILE JEWELLED PHOTOFRAME,104,232.8,12,10,2,2.51,2010-12-19 13:59:00,2011-12-05 11:49:00
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65,12,12,2,1.63,2011-01-30 15:48:00,2011-12-05 12:46:00
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,19.8,9,8,1,1.65,2010-12-08 12:17:00,2011-11-22 13:11:00
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,303,471.15,21,20,1,1.64,2011-01-07 10:47:00,2011-12-05 12:46:00
85025C,PINK HEART SHAPE PHOTO FRAME,307,476.35,28,27,1,1.64,2010-12-02 13:32:00,2011-08-24 13:23:00
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,63.75,9,9,1,0.85,2010-12-07 16:20:00,2011-12-08 13:50:00
85027L,FRENCH CHATEAU LARGE PLATTER,70,160.5,18,17,2,2.95,2010-12-05 16:41:00,2011-04-19 15:02:00
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,10,19.5,4,4,1,1.95,2011-03-27 14:28:00,2011-04-08 11:54:00
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,51.6,8,8,1,2.02,2011-03-27 14:28:00,2011-04-08 11:54:00
85030,FRENCH CHATEAU OVAL PLATTER,15,29.25,6,6,1,1.95,2011-03-20 13:28:00,2011-04-08 11:54:00
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,45.9,7,7,1,3.89,2010-12-12 13:26:00,2011-04-13 14:17:00
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,1,1,1,4.95,2010-12-16 19:19:00,2010-12-16 19:19:00
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,14.85,1,1,1,4.95,2010-12-16 11:53:00,2010-12-16 11:53:00
85032A,ROMANTIC IMAGES GIFT WRAP SET,737,679.15,96,82,5,0.77,2010-12-09 16:08:00,2011-12-08 12:43:00
85032B,BLOSSOM IMAGES GIFT WRAP SET,739,655.8,93,84,6,0.76,2010-12-12 11:44:00,2011-12-08 12:43:00
85032C,CURIOUS IMAGES GIFT WRAP SET,595,565.1,84,72,5,0.79,2010-12-09 16:08:00,2011-12-08 12:43:00
85032D,YULETIDE IMAGES GIFT WRAP SET,630,467.5,58,57,3,0.87,2010-12-01 15:37:00,2011-10-06 13:29:00
85034A,3 GARDENIA MORRIS BOXED CANDLES,489,840.29,67,58,4,2.29,2010-12-01 17:35:00,2011-11-23 09:34:00
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,880,1357.44,90,80,4,2.09,2010-12-05 10:52:00,2011-12-08 12:26:00
85034C,3 ROSE MORRIS BOXED CANDLES,1068,1555.64,131,109,6,1.8,2010-12-03 15:45:00,2011-12-07 12:41:00
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,260,677.04,71,59,4,3.33,2010-12-03 15:45:00,2011-10-26 16:43:00
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,557,816.25,43,38,3,2.58,2010-12-01 12:49:00,2011-10-27 19:56:00
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1090,1592.7,107,86,5,2.21,2010-12-01 17:35:00,2011-11-27 14:40:00
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,199,631.03,52,48,3,3.5,2010-12-06 12:41:00,2011-10-21 11:43:00
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,352,553.58,42,40,4,2.08,2010-12-03 15:45:00,2011-11-17 15:16:00
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,726,1013.52,76,66,2,2.33,2010-12-05 15:47:00,2011-11-23 13:46:00
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1014,1985.86,110,70,3,2.14,2010-12-01 16:11:00,2011-12-09 12:25:00
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,443,583.25,40,26,3,1.6,2010-12-15 11:21:00,2011-12-07 14:12:00
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,491,669.91,51,38,1,1.62,2010-12-09 14:19:00,2011-12-07 12:41:00
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,222,129.94,12,9,1,1.34,2010-12-08 12:08:00,2011-11-28 15:54:00
85040A,S/4 PINK FLOWER CANDLES IN BOWL,805,1344.89,125,86,7,1.71,2010-12-12 16:14:00,2011-12-07 12:41:00
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,135,222.75,34,28,1,1.65,2010-12-09 14:19:00,2011-04-10 12:53:00
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,41,186.15,10,9,2,4.88,2010-12-01 15:37:00,2011-11-02 12:45:00
85047,WHITE BEADED GARLAND STRING 20LIGHT,3,19.05,2,2,1,6.35,2011-01-25 13:38:00,2011-01-27 15:36:00
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1266,9374.7,214,170,6,7.77,2010-12-01 15:37:00,2011-12-07 14:34:00
85049A,TRADITIONAL CHRISTMAS RIBBONS,2903,3602.8,266,204,9,1.29,2010-12-01 09:56:00,2011-12-09 12:20:00
85049B,LUSH GREENS RIBBONS,54,67.5,13,13,1,1.25,2010-12-03 10:33:00,2011-01-26 14:19:00
85049C,ROMANTIC PINKS RIBBONS,1196,1468.85,205,162,10,1.25,2010-12-01 11:29:00,2011-12-07 13:12:00
85049D,BRIGHT BLUES RIBBONS,537,671.25,102,85,7,1.25,2010-12-01 11:29:00,2011-09-28 15:50:00
85049E,SCANDINAVIAN REDS RIBBONS,2741,3492.2,335,248,9,1.29,2010-12-01 11:21:00,2011-12-09 12:20:00
85049F,BABY BOOM RIBBONS,374,467.5,85,70,5,1.25,2010-12-02 13:44:00,2011-09-26 12:45:00
85049G,CHOCOLATE BOX RIBBONS,1573,1917.58,227,161,7,1.27,2010-12-01 11:29:00,2011-12-07 13:12:00
85049H,URBAN BLACK RIBBONS,447,519.22,73,58,5,1.19,2010-12-01 11:57:00,2011-12-05 17:17:00
85053,FRENCH ENAMEL CANDLEHOLDER,1541,3087.52,233,157,11,2.13,2010-12-09 11:28:00,2011-12-09 12:00:00
85054,FRENCH ENAMEL POT W LID,549,1227.41,87,66,8,2.78,2010-12-05 10:36:00,2011-11-28 15:54:00
85055,FRENCH ENAMEL UTENSIL HOLDER,37,122.75,10,9,3,3.67,2010-12-05 10:36:00,2011-01-18 10:22:00
85059,FRENCH ENAMEL WATER BASIN,290,771.21,79,62,5,3.36,2010-12-07 15:54:00,2011-12-08 12:15:00
85061W,WHITE JEWELLED HEART DECORATION,1968,1594.5,108,77,4,0.86,2010-12-02 12:10:00,2011-12-08 14:38:00
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1368,2214.87,132,97,1,1.67,2010-12-05 15:38:00,2011-12-07 14:34:00
85064,CREAM SWEETHEART LETTER RACK,205,866.05,23,20,1,5.38,2010-12-01 14:41:00,2011-01-27 12:40:00
85066,CREAM SWEETHEART MINI CHEST,1696,20448.17,445,289,11,12.65,2010-12-02 17:41:00,2011-12-09 10:45:00
85067,CREAM SWEETHEART WALL CABINET,7,126.65,5,5,1,18.55,2010-12-01 14:03:00,2011-01-13 15:18:00
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,976,512.8,90,77,6,0.72,2010-12-01 14:05:00,2011-12-06 12:12:00
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1245,618.35,103,88,4,0.63,2010-12-01 09:37:00,2011-12-08 09:47:00
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",607,313.78,72,62,3,0.75,2010-12-01 14:05:00,2011-12-09 11:34:00
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,362,205.98,64,58,1,0.68,2010-12-02 09:43:00,2011-12-06 12:12:00
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1746,376.5,65,46,4,0.3,2010-12-03 15:45:00,2011-10-31 14:09:00
85084,HOLLY TOP CHRISTMAS STOCKING,17,14.45,6,6,1,0.85,2010-12-10 12:14:00,2010-12-15 11:26:00
85086A,CANDY SPOT HEART DECORATION,45,38.25,8,8,1,0.85,2010-12-10 11:42:00,2011-06-29 16:07:00
85087,CANDY SPOT CUSHION COVER,40,119.36,7,7,2,3.0,2011-01-14 13:41:00,2011-09-27 17:03:00
85088,CANDY SPOT HAND BAG,188,385.27,20,18,5,2.27,2011-03-10 08:29:00,2011-11-24 16:06:00
85089,CANDY SPOT BUNNY,13,38.35,5,5,1,2.95,2011-01-05 15:56:00,2011-11-17 15:08:00
85092,CANDY SPOT TEA COSY,27,40.05,2,2,1,2.3,2011-02-07 11:42:00,2011-02-20 13:21:00
85093,CANDY SPOT EGG WARMER HARE,451,227.49,20,20,4,0.59,2011-01-07 12:28:00,2011-11-03 16:56:00
85094,CANDY SPOT EGG WARMER RABBIT,501,122.75,30,29,4,0.3,2011-01-07 12:28:00,2011-12-04 11:24:00
85095,THREE CANVAS LUGGAGE TAGS,66,128.26,10,9,4,2.36,2010-12-01 12:23:00,2011-12-05 17:17:00
85096,HILDA CANDY SPOT RABBIT,20,75.0,11,10,2,3.75,2011-01-05 15:56:00,2011-12-05 17:36:00
85099B,JUMBO BAG RED RETROSPOT,46078,85040.54,1600,635,20,2.02,2010-12-01 09:57:00,2011-12-09 09:38:00
