InvoiceNo,CustomerID,Country,OrderDate,OrderMonth,order_line_count,order_unique_products,order_total_quantity,order_total_revenue,order_avg_unit_price
578550,12720,Germany,2011-11-24 15:03:00,2011-11,6,6,59,111.34,3.35
578551,12937,United Kingdom,2011-11-24 15:05:00,2011-11,60,60,486,677.83,2.43
578620,17247,United Kingdom,2011-11-24 15:21:00,2011-11,54,53,105,280.09,3.3
578621,13719,United Kingdom,2011-11-24 15:26:00,2011-11,6,6,82,121.66,2.55
578622,18184,United Kingdom,2011-11-24 15:28:00,2011-11,1,1,60,49.8,0.83
578623,15953,United Kingdom,2011-11-24 15:32:00,2011-11,7,7,90,158.42,1.56
578626,12709,Germany,2011-11-24 15:38:00,2011-11,18,18,322,879.1,3.31
578627,14709,United Kingdom,2011-11-24 15:41:00,2011-11,10,10,150,312.0,2.08
578630,12748,United Kingdom,2011-11-24 16:06:00,2011-11,3,3,120,170.52,1.46
578631,14805,United Kingdom,2011-11-24 16:20:00,2011-11,8,8,30,189.8,6.49
578633,16616,United Kingdom,2011-11-24 16:31:00,2011-11,22,22,260,290.32,1.63
578634,16566,United Kingdom,2011-11-24 16:34:00,2011-11,7,7,98,112.38,2.4
578653,18161,United Kingdom,2011-11-24 16:40:00,2011-11,24,24,248,462.0,3.13
578661,18188,United Kingdom,2011-11-24 16:46:00,2011-11,13,13,268,392.76,2.13
578662,17516,United Kingdom,2011-11-24 16:51:00,2011-11,23,23,41,159.23,4.63
578663,15428,United Kingdom,2011-11-24 16:54:00,2011-11,6,6,102,93.78,1.86
578664,15910,United Kingdom,2011-11-24 16:59:00,2011-11,46,45,212,243.76,1.3
578665,16570,United Kingdom,2011-11-24 17:02:00,2011-11,11,11,208,427.08,3.89
578666,17727,United Kingdom,2011-11-24 17:06:00,2011-11,66,66,645,1060.25,3.13
578667,15514,United Kingdom,2011-11-24 17:10:00,2011-11,26,26,91,137.97,1.73
578668,12971,United Kingdom,2011-11-24 17:11:00,2011-11,5,5,300,195.0,0.65
578670,17323,United Kingdom,2011-11-24 17:29:00,2011-11,1,1,3,4.95,1.65
578671,16989,United Kingdom,2011-11-24 17:32:00,2011-11,1,1,40,66.0,1.65
578672,16668,United Kingdom,2011-11-24 17:43:00,2011-11,3,3,60,40.2,0.7
578674,14088,United Kingdom,2011-11-24 18:05:00,2011-11,1,1,12,39.48,3.29
578675,14756,United Kingdom,2011-11-24 18:13:00,2011-11,38,38,416,738.96,3.48
578676,16016,United Kingdom,2011-11-24 19:07:00,2011-11,26,25,61,144.43,2.86
578677,15750,United Kingdom,2011-11-24 19:30:00,2011-11,25,25,121,187.14,2.48
578678,17841,United Kingdom,2011-11-24 19:59:00,2011-11,93,88,395,453.66,1.98
578679,15117,United Kingdom,2011-11-25 08:12:00,2011-11,10,10,568,348.1,3.1
578680,16458,United Kingdom,2011-11-25 08:23:00,2011-11,13,13,146,239.66,1.9
578681,13579,United Kingdom,2011-11-25 08:41:00,2011-11,14,14,130,302.34,4.05
578682,17173,United Kingdom,2011-11-25 08:55:00,2011-11,20,20,295,963.18,3.74
578683,15134,United Kingdom,2011-11-25 08:55:00,2011-11,5,5,70,151.38,2.6
578684,16856,United Kingdom,2011-11-25 08:59:00,2011-11,2,2,12,35.4,2.95
578685,16779,United Kingdom,2011-11-25 09:07:00,2011-11,7,7,216,440.64,2.45
578686,13050,United Kingdom,2011-11-25 09:18:00,2011-11,20,20,235,362.95,3.16
578687,14703,United Kingdom,2011-11-25 09:23:00,2011-11,22,22,183,318.17,2.05
578688,16719,United Kingdom,2011-11-25 09:27:00,2011-11,38,36,233,286.47,3.57
578689,15793,United Kingdom,2011-11-25 09:31:00,2011-11,4,4,177,353.61,5.67
578690,17302,United Kingdom,2011-11-25 09:36:00,2011-11,9,9,41,138.55,2.47
578694,13199,United Kingdom,2011-11-25 09:40:00,2011-11,2,2,126,234.24,1.94
578695,13199,United Kingdom,2011-11-25 09:42:00,2011-11,3,3,86,36.8,3.0
578696,13985,United Kingdom,2011-11-25 10:02:00,2011-11,32,32,336,721.34,2.44
578697,14132,United Kingdom,2011-11-25 10:03:00,2011-11,22,22,281,337.4,1.9
578698,12620,France,2011-11-25 10:20:00,2011-11,35,35,441,400.09,1.77
578699,13113,United Kingdom,2011-11-25 10:22:00,2011-11,5,5,104,336.96,3.54
578701,17624,United Kingdom,2011-11-25 10:52:00,2011-11,25,25,242,443.18,2.8
578702,15382,United Kingdom,2011-11-25 10:58:00,2011-11,56,56,707,1245.81,2.68
578703,17385,United Kingdom,2011-11-25 11:02:00,2011-11,45,42,197,256.11,1.95
578704,18172,United Kingdom,2011-11-25 11:12:00,2011-11,2,2,160,408.0,2.55
578705,12531,Germany,2011-11-25 11:12:00,2011-11,17,17,45,125.22,3.81
578707,17870,United Kingdom,2011-11-25 11:20:00,2011-11,67,62,228,372.17,2.62
578708,15737,United Kingdom,2011-11-25 11:21:00,2011-11,2,2,21,56.6,8.54
578719,17348,United Kingdom,2011-11-25 11:25:00,2011-11,38,38,175,177.61,2.0
578736,12681,France,2011-11-25 11:33:00,2011-11,15,15,318,706.5,3.3
578745,13978,United Kingdom,2011-11-25 11:36:00,2011-11,1,1,18,37.8,2.1
578757,12748,United Kingdom,2011-11-25 11:41:00,2011-11,115,98,246,395.21,2.16
578781,15872,United Kingdom,2011-11-25 11:54:00,2011-11,107,101,186,314.15,2.09
578782,15872,United Kingdom,2011-11-25 11:55:00,2011-11,1,1,1,2.1,2.1
578783,12748,United Kingdom,2011-11-25 11:58:00,2011-11,37,37,380,364.13,1.88
578785,13525,United Kingdom,2011-11-25 12:01:00,2011-11,4,4,186,345.9,5.22
578786,13184,United Kingdom,2011-11-25 12:02:00,2011-11,21,21,125,196.85,2.15
578787,13589,United Kingdom,2011-11-25 12:10:00,2011-11,12,12,86,232.65,5.82
578789,16161,United Kingdom,2011-11-25 12:17:00,2011-11,15,15,86,320.6,6.66
578790,14966,United Kingdom,2011-11-25 12:20:00,2011-11,36,35,179,183.02,1.97
578791,12841,United Kingdom,2011-11-25 12:20:00,2011-11,15,15,102,123.29,2.7
578792,14911,EIRE,2011-11-25 12:20:00,2011-11,6,6,92,293.79,11.92
578793,16210,United Kingdom,2011-11-25 12:21:00,2011-11,10,10,528,1909.62,8.46
578794,17232,United Kingdom,2011-11-25 12:24:00,2011-11,17,17,110,208.04,2.47
578795,17243,United Kingdom,2011-11-25 12:29:00,2011-11,13,13,234,308.86,3.18
578802,17468,United Kingdom,2011-11-25 12:52:00,2011-11,4,4,92,107.0,1.15
578804,17557,United Kingdom,2011-11-25 12:57:00,2011-11,8,8,114,102.3,1.28
578805,16401,United Kingdom,2011-11-25 12:57:00,2011-11,20,20,312,396.14,1.51
578806,13149,United Kingdom,2011-11-25 13:09:00,2011-11,22,22,396,543.44,3.63
578807,17491,United Kingdom,2011-11-25 13:10:00,2011-11,6,6,230,331.52,1.91
578808,16327,United Kingdom,2011-11-25 13:23:00,2011-11,50,48,540,647.88,1.72
578809,13048,United Kingdom,2011-11-25 13:23:00,2011-11,30,30,281,460.86,2.22
578810,16814,United Kingdom,2011-11-25 13:27:00,2011-11,7,7,56,208.7,4.2
578811,12438,Norway,2011-11-25 13:28:00,2011-11,49,49,594,2016.78,4.35
578812,13332,United Kingdom,2011-11-25 13:30:00,2011-11,21,21,179,350.9,3.04
578813,14946,United Kingdom,2011-11-25 13:33:00,2011-11,3,3,22,100.9,4.68
578814,12748,United Kingdom,2011-11-25 13:40:00,2011-11,79,73,199,255.92,1.92
578815,13860,United Kingdom,2011-11-25 13:42:00,2011-11,19,19,105,308.64,4.31
578816,14111,United Kingdom,2011-11-25 13:44:00,2011-11,5,5,256,397.35,4.21
578817,16764,United Kingdom,2011-11-25 13:45:00,2011-11,66,62,126,274.4,2.24
578818,17920,United Kingdom,2011-11-25 13:47:00,2011-11,31,30,74,136.04,2.36
578819,15311,United Kingdom,2011-11-25 13:52:00,2011-11,11,11,508,790.06,3.46
578820,12912,United Kingdom,2011-11-25 13:58:00,2011-11,4,4,152,400.08,2.76
578821,17389,United Kingdom,2011-11-25 13:59:00,2011-11,3,3,80,441.0,5.72
578822,13437,United Kingdom,2011-11-25 14:00:00,2011-11,13,13,226,459.82,2.3
578824,17883,United Kingdom,2011-11-25 14:02:00,2011-11,58,55,122,285.35,2.38
578825,17562,United Kingdom,2011-11-25 14:21:00,2011-11,10,10,96,165.7,1.91
578826,17329,United Kingdom,2011-11-25 14:24:00,2011-11,17,17,75,279.75,3.92
578829,14710,United Kingdom,2011-11-25 14:53:00,2011-11,17,17,37,54.81,2.02
578830,15186,United Kingdom,2011-11-25 14:58:00,2011-11,9,9,53,182.15,4.97
578831,15473,United Kingdom,2011-11-25 15:15:00,2011-11,2,2,160,408.0,2.55
578834,18109,United Kingdom,2011-11-25 15:32:00,2011-11,31,31,183,524.74,4.25
578835,12682,France,2011-11-25 15:44:00,2011-11,5,5,69,153.72,5.79
578836,13069,United Kingdom,2011-11-25 15:47:00,2011-11,23,23,117,156.09,1.72
578843,17813,United Kingdom,2011-11-25 16:13:00,2011-11,33,33,57,202.47,3.86
578846,17757,United Kingdom,2011-11-25 17:27:00,2011-11,49,49,299,365.33,1.7
578848,17988,United Kingdom,2011-11-27 10:34:00,2011-11,2,2,3,14.11,6.02
578849,13232,United Kingdom,2011-11-27 10:39:00,2011-11,17,17,52,187.9,4.6
578850,13571,United Kingdom,2011-11-27 10:47:00,2011-11,31,31,172,223.79,1.67
578851,16407,United Kingdom,2011-11-27 11:05:00,2011-11,21,20,215,332.17,2.14
578852,17841,United Kingdom,2011-11-27 11:12:00,2011-11,102,101,266,395.46,2.13
578853,17864,United Kingdom,2011-11-27 11:15:00,2011-11,11,11,47,116.78,3.14
578854,14859,United Kingdom,2011-11-27 11:15:00,2011-11,13,13,186,388.42,2.2
578855,14878,United Kingdom,2011-11-27 11:15:00,2011-11,9,9,66,148.85,3.29
578856,17769,United Kingdom,2011-11-27 11:18:00,2011-11,40,40,290,707.81,3.23
578857,14859,United Kingdom,2011-11-27 11:18:00,2011-11,2,2,22,38.2,1.76
578858,18145,United Kingdom,2011-11-27 11:22:00,2011-11,82,78,790,758.3,1.96
578901,17812,United Kingdom,2011-11-27 11:47:00,2011-11,50,48,102,265.56,3.65
578914,13782,United Kingdom,2011-11-27 11:54:00,2011-11,15,15,96,170.06,2.26
578921,13596,United Kingdom,2011-11-27 11:57:00,2011-11,128,120,192,378.67,2.45
578922,17236,United Kingdom,2011-11-27 12:00:00,2011-11,32,30,74,218.4,3.36
578923,14527,United Kingdom,2011-11-27 12:01:00,2011-11,21,21,50,253.13,6.15
578924,16983,United Kingdom,2011-11-27 12:10:00,2011-11,18,18,288,304.16,2.38
578925,17365,United Kingdom,2011-11-27 12:13:00,2011-11,39,38,359,426.37,1.93
578926,18156,United Kingdom,2011-11-27 12:24:00,2011-11,72,68,215,488.76,3.0
578927,15747,United Kingdom,2011-11-27 12:26:00,2011-11,47,46,185,421.27,2.57
578928,15443,United Kingdom,2011-11-27 12:29:00,2011-11,73,68,423,680.32,2.46
578929,13064,United Kingdom,2011-11-27 12:31:00,2011-11,20,20,148,263.26,3.68
578931,16942,United Kingdom,2011-11-27 12:40:00,2011-11,52,51,117,261.71,2.47
578933,16923,United Kingdom,2011-11-27 12:47:00,2011-11,8,8,19,173.35,8.49
578934,14577,United Kingdom,2011-11-27 12:47:00,2011-11,33,33,73,213.07,2.91
578935,15351,United Kingdom,2011-11-27 12:52:00,2011-11,65,63,138,310.11,2.36
578936,16923,United Kingdom,2011-11-27 13:00:00,2011-11,64,60,277,505.76,2.42
578937,16592,United Kingdom,2011-11-27 13:03:00,2011-11,22,22,225,440.98,2.44
578938,16592,United Kingdom,2011-11-27 13:07:00,2011-11,1,1,12,25.2,2.1
578939,17068,United Kingdom,2011-11-27 13:14:00,2011-11,14,14,82,168.34,2.6
578941,16024,United Kingdom,2011-11-27 13:26:00,2011-11,63,61,397,251.03,1.13
578942,17288,United Kingdom,2011-11-27 13:29:00,2011-11,107,100,299,553.89,3.16
578943,15009,United Kingdom,2011-11-27 13:35:00,2011-11,28,28,165,348.84,2.17
578944,16005,United Kingdom,2011-11-27 13:41:00,2011-11,72,69,97,161.18,1.99
578945,16877,United Kingdom,2011-11-27 13:47:00,2011-11,19,19,71,125.83,1.98
578946,16005,United Kingdom,2011-11-27 13:47:00,2011-11,46,46,66,142.12,2.41
578947,14547,United Kingdom,2011-11-27 13:49:00,2011-11,50,49,435,533.44,3.09
578948,17411,United Kingdom,2011-11-27 14:25:00,2011-11,9,9,66,209.5,3.45
578949,14954,United Kingdom,2011-11-27 14:30:00,2011-11,77,75,117,294.85,2.99
578950,17885,United Kingdom,2011-11-27 14:40:00,2011-11,53,50,110,156.34,2.14
578951,15514,United Kingdom,2011-11-27 14:40:00,2011-11,6,6,253,453.63,2.19
578952,18112,United Kingdom,2011-11-27 14:43:00,2011-11,14,14,145,156.05,2.77
578953,13546,United Kingdom,2011-11-27 14:50:00,2011-11,38,37,144,208.71,2.01
578954,15054,United Kingdom,2011-11-27 15:02:00,2011-11,47,47,87,133.68,1.66
578977,17231,United Kingdom,2011-11-27 15:18:00,2011-11,57,56,279,448.07,3.21
578992,13610,United Kingdom,2011-11-27 15:38:00,2011-11,19,19,35,113.29,3.77
578993,15987,United Kingdom,2011-11-27 15:38:00,2011-11,51,50,168,239.14,2.05
578994,14911,EIRE,2011-11-27 15:44:00,2011-11,22,22,225,829.91,4.03
578995,15861,United Kingdom,2011-11-27 15:59:00,2011-11,99,96,588,598.37,1.34
578996,13991,United Kingdom,2011-11-27 16:02:00,2011-11,25,24,173,167.96,1.75
578997,18001,United Kingdom,2011-11-27 16:02:00,2011-11,16,15,78,165.0,4.5
578998,15436,United Kingdom,2011-11-27 16:05:00,2011-11,73,70,116,231.2,2.29
578999,17595,United Kingdom,2011-11-27 16:08:00,2011-11,49,49,144,230.89,2.2
579000,13991,United Kingdom,2011-11-27 16:18:00,2011-11,3,3,14,31.3,2.85
579001,15555,United Kingdom,2011-11-27 16:19:00,2011-11,100,99,460,470.9,1.51
579002,14093,United Kingdom,2011-11-27 16:27:00,2011-11,100,95,391,433.86,1.52
579003,14741,United Kingdom,2011-11-28 08:48:00,2011-11,10,10,166,231.95,2.28
579005,16191,United Kingdom,2011-11-28 09:08:00,2011-11,3,3,204,391.32,2.06
579006,17924,United Kingdom,2011-11-28 09:08:00,2011-11,1,1,72,128.88,1.79
579007,17924,United Kingdom,2011-11-28 09:11:00,2011-11,2,2,96,163.68,1.62
579008,17739,United Kingdom,2011-11-28 09:12:00,2011-11,4,4,166,389.28,4.16
579009,16678,United Kingdom,2011-11-28 09:14:00,2011-11,1,1,12,39.0,3.25
579010,13258,United Kingdom,2011-11-28 09:31:00,2011-11,4,4,50,103.6,5.01
579011,15078,United Kingdom,2011-11-28 09:40:00,2011-11,10,10,152,307.56,1.99
579012,15511,United Kingdom,2011-11-28 09:43:00,2011-11,26,23,44,164.93,4.11
579013,18229,United Kingdom,2011-11-28 09:48:00,2011-11,8,8,82,317.1,5.16
579014,12906,United Kingdom,2011-11-28 09:53:00,2011-11,8,8,364,552.48,2.42
579015,12906,United Kingdom,2011-11-28 09:54:00,2011-11,1,1,24,42.96,1.79
579016,12906,United Kingdom,2011-11-28 09:55:00,2011-11,7,7,198,387.78,3.43
579017,15571,United Kingdom,2011-11-28 10:02:00,2011-11,3,3,51,130.05,2.9
579027,14102,United Kingdom,2011-11-28 10:20:00,2011-11,9,9,223,295.43,1.64
579037,13418,United Kingdom,2011-11-28 10:23:00,2011-11,15,15,397,688.62,2.37
579039,17031,United Kingdom,2011-11-28 10:23:00,2011-11,9,9,110,154.4,1.25
579062,17651,United Kingdom,2011-11-28 10:29:00,2011-11,16,16,151,291.95,2.09
579067,14470,United Kingdom,2011-11-28 10:31:00,2011-11,8,8,55,163.55,5.57
579069,14911,EIRE,2011-11-28 10:31:00,2011-11,59,59,605,1073.23,2.78
579087,13914,United Kingdom,2011-11-28 10:35:00,2011-11,17,17,255,305.38,2.25
579089,17920,United Kingdom,2011-11-28 10:46:00,2011-11,32,31,58,111.11,2.25
579091,14893,United Kingdom,2011-11-28 10:49:00,2011-11,51,51,576,809.12,3.41
579093,13081,United Kingdom,2011-11-28 10:54:00,2011-11,63,63,1322,2123.92,2.18
579094,12668,Germany,2011-11-28 10:56:00,2011-11,38,38,300,882.68,3.81
579095,17988,United Kingdom,2011-11-28 11:00:00,2011-11,10,10,13,41.01,3.85
579096,15561,United Kingdom,2011-11-28 11:07:00,2011-11,11,11,172,350.92,1.8
579097,13758,United Kingdom,2011-11-28 11:11:00,2011-11,11,11,193,512.81,2.76
579098,14606,United Kingdom,2011-11-28 11:18:00,2011-11,55,55,109,192.2,2.2
579099,15714,United Kingdom,2011-11-28 11:26:00,2011-11,29,29,120,197.55,3.32
579100,13004,United Kingdom,2011-11-28 11:27:00,2011-11,25,25,352,345.44,1.59
579101,16364,United Kingdom,2011-11-28 11:27:00,2011-11,24,24,165,359.49,2.96
579102,14911,EIRE,2011-11-28 11:33:00,2011-11,43,43,340,805.6,4.25
579103,18041,United Kingdom,2011-11-28 11:39:00,2011-11,53,49,221,267.4,1.87
579106,16705,United Kingdom,2011-11-28 11:42:00,2011-11,26,26,424,1080.48,4.64
579107,16705,United Kingdom,2011-11-28 11:43:00,2011-11,1,1,10,16.5,1.65
579108,16705,United Kingdom,2011-11-28 11:44:00,2011-11,1,1,24,69.36,2.89
579109,16705,United Kingdom,2011-11-28 11:45:00,2011-11,2,2,24,34.8,1.45
579116,17346,United Kingdom,2011-11-28 11:54:00,2011-11,33,33,128,193.03,1.77
579121,17299,United Kingdom,2011-11-28 12:01:00,2011-11,4,4,69,91.06,1.58
579122,12971,United Kingdom,2011-11-28 12:05:00,2011-11,6,6,366,309.82,1.98
579123,14217,United Kingdom,2011-11-28 12:08:00,2011-11,4,4,128,139.6,3.65
579124,15721,United Kingdom,2011-11-28 12:14:00,2011-11,84,80,388,471.4,2.08
579125,14215,United Kingdom,2011-11-28 12:19:00,2011-11,28,28,511,445.81,1.65
579126,13798,United Kingdom,2011-11-28 12:19:00,2011-11,4,4,265,348.32,1.4
579128,14397,United Kingdom,2011-11-28 12:30:00,2011-11,5,5,102,161.4,1.48
579129,17852,United Kingdom,2011-11-28 12:31:00,2011-11,8,8,15,44.35,3.04
579130,14735,United Kingdom,2011-11-28 12:32:00,2011-11,4,4,62,163.02,2.71
579131,12839,United Kingdom,2011-11-28 12:33:00,2011-11,27,27,422,566.76,2.14
579132,15022,United Kingdom,2011-11-28 12:35:00,2011-11,47,44,188,214.76,1.8
579133,17852,United Kingdom,2011-11-28 12:36:00,2011-11,16,16,38,69.99,2.03
579134,13115,United Kingdom,2011-11-28 12:38:00,2011-11,22,22,330,499.56,1.66
579135,18096,United Kingdom,2011-11-28 12:44:00,2011-11,47,42,210,275.14,1.96
579136,16094,United Kingdom,2011-11-28 12:45:00,2011-11,13,13,109,316.93,4.91
579137,14704,United Kingdom,2011-11-28 12:51:00,2011-11,1,1,1,15.0,15.0
579138,13590,United Kingdom,2011-11-28 12:54:00,2011-11,15,15,544,313.14,1.26
579139,18102,United Kingdom,2011-11-28 12:55:00,2011-11,1,1,192,286.08,1.49
579141,17019,United Kingdom,2011-11-28 13:06:00,2011-11,70,65,162,262.15,2.09
579142,16744,United Kingdom,2011-11-28 13:06:00,2011-11,36,36,210,283.0,2.32
579143,13882,United Kingdom,2011-11-28 13:08:00,2011-11,15,15,152,265.24,3.27
579144,13269,United Kingdom,2011-11-28 13:11:00,2011-11,21,21,342,485.96,1.83
579145,14597,United Kingdom,2011-11-28 13:13:00,2011-11,44,42,448,701.14,1.42
579146,16347,United Kingdom,2011-11-28 13:14:00,2011-11,34,28,185,410.66,4.22
579147,13263,United Kingdom,2011-11-28 13:20:00,2011-11,44,43,176,187.1,1.71
579148,17523,United Kingdom,2011-11-28 13:20:00,2011-11,8,8,49,125.55,4.9
579149,13844,United Kingdom,2011-11-28 13:21:00,2011-11,20,20,196,361.62,2.46
579150,13408,United Kingdom,2011-11-28 13:25:00,2011-11,10,10,340,605.4,2.49
579151,13408,United Kingdom,2011-11-28 13:25:00,2011-11,2,2,96,139.92,1.66
579152,12479,Germany,2011-11-28 13:26:00,2011-11,31,31,385,527.2,2.67
579153,12660,France,2011-11-28 13:26:00,2011-11,13,13,127,245.1,3.87
579154,17218,United Kingdom,2011-11-28 13:27:00,2011-11,32,31,116,218.96,3.01
579155,18101,United Kingdom,2011-11-28 13:37:00,2011-11,27,24,62,112.17,2.09
579156,17419,United Kingdom,2011-11-28 13:47:00,2011-11,13,13,86,304.94,4.22
579157,15540,United Kingdom,2011-11-28 13:51:00,2011-11,15,15,200,213.3,1.71
579158,17188,United Kingdom,2011-11-28 13:53:00,2011-11,13,13,140,309.12,2.3
579159,13196,United Kingdom,2011-11-28 13:53:00,2011-11,9,9,105,152.43,2.04
579160,13196,United Kingdom,2011-11-28 13:54:00,2011-11,4,4,60,58.4,1.04
579161,17379,United Kingdom,2011-11-28 13:56:00,2011-11,78,71,623,389.72,1.35
579162,16393,United Kingdom,2011-11-28 13:58:00,2011-11,30,30,136,300.02,2.2
579163,15838,United Kingdom,2011-11-28 13:59:00,2011-11,4,4,432,730.08,1.72
579164,15838,United Kingdom,2011-11-28 14:00:00,2011-11,2,2,132,242.04,1.82
579165,13389,United Kingdom,2011-11-28 14:01:00,2011-11,13,13,110,217.81,4.25
579166,14290,United Kingdom,2011-11-28 14:02:00,2011-11,16,16,97,264.53,3.17
579167,16800,United Kingdom,2011-11-28 14:06:00,2011-11,156,148,524,1162.65,3.71
579168,17806,United Kingdom,2011-11-28 14:12:00,2011-11,43,43,727,546.04,1.02
579170,17811,United Kingdom,2011-11-28 14:26:00,2011-11,32,32,63,188.54,2.77
579171,13030,United Kingdom,2011-11-28 14:30:00,2011-11,35,28,174,350.08,3.44
579173,17359,United Kingdom,2011-11-28 14:37:00,2011-11,15,13,161,127.86,2.1
579174,13266,United Kingdom,2011-11-28 14:39:00,2011-11,15,15,315,309.51,4.7
579175,14562,United Kingdom,2011-11-28 14:39:00,2011-11,26,26,110,321.19,2.69
579176,13950,United Kingdom,2011-11-28 14:44:00,2011-11,12,12,121,280.46,4.74
579177,13089,United Kingdom,2011-11-28 14:53:00,2011-11,8,8,250,705.9,3.31
579179,17237,United Kingdom,2011-11-28 15:02:00,2011-11,7,7,26,71.09,3.06
579180,13881,United Kingdom,2011-11-28 15:09:00,2011-11,4,4,344,621.6,2.02
579181,13881,United Kingdom,2011-11-28 15:10:00,2011-11,1,1,144,208.8,1.45
579182,15601,United Kingdom,2011-11-28 15:15:00,2011-11,9,9,172,178.4,1.82
579183,15621,United Kingdom,2011-11-28 15:16:00,2011-11,4,3,168,481.68,2.92
579184,16746,United Kingdom,2011-11-28 15:17:00,2011-11,11,11,93,301.2,3.55
579185,13188,United Kingdom,2011-11-28 15:28:00,2011-11,2,2,25,114.6,9.57
579188,12748,United Kingdom,2011-11-28 15:34:00,2011-11,39,39,290,466.72,2.39
579189,16684,United Kingdom,2011-11-28 15:34:00,2011-11,2,2,528,976.8,1.85
579190,12657,France,2011-11-28 15:35:00,2011-11,9,9,390,491.12,5.27
579191,16684,United Kingdom,2011-11-28 15:35:00,2011-11,1,1,600,216.0,0.36
579193,12657,France,2011-11-28 15:47:00,2011-11,9,9,390,491.12,5.27
579194,15804,United Kingdom,2011-11-28 15:50:00,2011-11,11,11,153,206.33,2.29
579196,14096,United Kingdom,2011-11-28 15:54:00,2011-11,533,529,2106,8107.72,7.37
579245,17929,United Kingdom,2011-11-28 16:01:00,2011-11,1,1,16,136.0,8.5
579249,17450,United Kingdom,2011-11-28 16:32:00,2011-11,2,2,480,1147.2,2.39
579250,14480,United Kingdom,2011-11-28 16:35:00,2011-11,13,13,143,279.05,3.0
579251,17450,United Kingdom,2011-11-28 16:39:00,2011-11,3,3,1456,3821.36,2.51
579252,17450,United Kingdom,2011-11-28 16:47:00,2011-11,2,2,432,1034.4,2.4
579253,17450,United Kingdom,2011-11-28 16:54:00,2011-11,1,1,96,230.4,2.4
579254,14511,United Kingdom,2011-11-28 17:05:00,2011-11,19,19,209,301.32,2.71
579255,14901,United Kingdom,2011-11-28 17:09:00,2011-11,14,14,91,194.82,2.76
579256,13349,United Kingdom,2011-11-29 08:07:00,2011-11,16,16,225,247.32,4.03
579257,15619,United Kingdom,2011-11-29 08:14:00,2011-11,3,3,136,336.4,4.42
579258,15148,United Kingdom,2011-11-29 08:21:00,2011-11,20,20,187,301.29,2.54
579259,12451,Switzerland,2011-11-29 08:40:00,2011-11,15,15,151,262.5,5.51
579260,14618,United Kingdom,2011-11-29 08:41:00,2011-11,8,7,143,257.4,3.88
579261,13429,United Kingdom,2011-11-29 09:10:00,2011-11,19,19,286,313.8,1.36
579262,13599,United Kingdom,2011-11-29 09:13:00,2011-11,2,2,60,93.84,1.14
579263,13599,United Kingdom,2011-11-29 09:14:00,2011-11,2,2,18,29.88,1.76
579264,13599,United Kingdom,2011-11-29 09:15:00,2011-11,3,3,70,44.2,0.95
579265,13599,United Kingdom,2011-11-29 09:15:00,2011-11,2,2,48,58.56,1.22
579267,14961,United Kingdom,2011-11-29 09:42:00,2011-11,38,38,457,1144.75,4.21
579268,14321,United Kingdom,2011-11-29 09:47:00,2011-11,19,19,368,300.16,1.2
579269,14601,United Kingdom,2011-11-29 09:48:00,2011-11,7,7,168,213.96,1.43
579270,15783,United Kingdom,2011-11-29 09:50:00,2011-11,14,14,212,246.3,3.44
579271,17450,United Kingdom,2011-11-29 09:56:00,2011-11,10,10,649,2586.69,3.7
579273,15197,United Kingdom,2011-11-29 10:00:00,2011-11,17,17,267,306.36,1.14
579274,13467,United Kingdom,2011-11-29 10:01:00,2011-11,20,20,158,301.25,4.78
579276,12654,Germany,2011-11-29 10:10:00,2011-11,5,5,49,93.0,4.85
579278,14209,United Kingdom,2011-11-29 10:18:00,2011-11,6,6,34,197.1,6.47
579279,15298,United Kingdom,2011-11-29 10:23:00,2011-11,9,9,158,351.52,3.11
579280,13928,United Kingdom,2011-11-29 10:33:00,2011-11,6,6,18,107.9,6.52
579281,12375,Finland,2011-11-29 10:36:00,2011-11,6,6,91,227.2,8.4
579282,16818,United Kingdom,2011-11-29 10:41:00,2011-11,7,7,58,127.76,2.33
579283,13883,United Kingdom,2011-11-29 10:45:00,2011-11,48,48,532,931.7,3.72
579284,15061,United Kingdom,2011-11-29 10:52:00,2011-11,21,21,1619,3337.44,2.56
579285,14180,United Kingdom,2011-11-29 10:56:00,2011-11,8,8,24,160.35,7.79
579286,17772,United Kingdom,2011-11-29 10:57:00,2011-11,45,45,50,147.15,3.12
579287,13496,United Kingdom,2011-11-29 10:58:00,2011-11,9,9,112,152.32,1.35
579288,17772,United Kingdom,2011-11-29 11:05:00,2011-11,5,5,5,26.3,5.26
579293,14419,United Kingdom,2011-11-29 11:22:00,2011-11,46,46,83,210.9,2.53
579300,14667,United Kingdom,2011-11-29 11:30:00,2011-11,13,13,308,374.9,1.58
579301,18118,United Kingdom,2011-11-29 11:32:00,2011-11,88,88,167,293.15,2.16
579307,17655,United Kingdom,2011-11-29 11:34:00,2011-11,14,14,158,447.74,3.92
579328,17711,United Kingdom,2011-11-29 11:40:00,2011-11,10,10,139,164.57,1.92
579332,14408,United Kingdom,2011-11-29 11:41:00,2011-11,8,8,162,308.22,1.87
579339,14866,United Kingdom,2011-11-29 11:45:00,2011-11,5,5,148,337.28,3.19
579345,12727,France,2011-11-29 11:46:00,2011-11,23,23,342,643.0,3.75
579350,15218,United Kingdom,2011-11-29 11:48:00,2011-11,17,17,515,807.68,3.11
